Cluster.number	genenames
Cluster 8	Dusp6
Cluster 8	Dync1li1
Cluster 8	E2f3
Cluster 8	Ears2
Cluster 8	Edc4
Cluster 8	Edem3
Cluster 8	Elac1
Cluster 8	Elavl1
Cluster 8	Eno4
Cluster 8	Eogt
Cluster 8	Erbb4
Cluster 8	Erg
Cluster 8	Erlin2
Cluster 8	Ermn
Cluster 8	Ern1
Cluster 8	Esyt1
Cluster 8	Etv3
Cluster 8	Eya3
Cluster 8	Eya4
Cluster 8	F3
Cluster 8	Faf2
Cluster 8	Fam129a
Cluster 8	Fam212b
Cluster 8	Fam65b
Cluster 8	Fan1
Cluster 8	Fat3
Cluster 8	Fat4
Cluster 8	Fbxl3-ps1
Cluster 8	Fgfr2
Cluster 8	Flnb
Cluster 8	Fndc3b
Cluster 8	Fosb
Cluster 8	Frem1
Cluster 8	Frem2
Cluster 8	Fut11
Cluster 8	Fzd2
Cluster 8	G3bp2
Cluster 8	Gabbr1
Cluster 8	Gabra3
Cluster 8	Gabrb2
Cluster 8	Galntl6
Cluster 8	Gfra1
Cluster 8	Gipr
Cluster 8	Glra2
Cluster 8	Gltpd2
Cluster 8	Gltscr1l
Cluster 8	Gm2a
Cluster 8	Gmeb2
Cluster 8	Gna13
Cluster 8	Gnaq
Cluster 8	Gnb4
Cluster 8	Gnl3l
Cluster 8	Gpam
Cluster 8	Gpr12
Cluster 8	Gpr146
Cluster 8	Gpr37
Cluster 8	Gpr63
Cluster 8	Gramd1b
Cluster 8	Grin2b
Cluster 8	Gstt2
Cluster 8	Gtf2a1
Cluster 8	Gtf3c3
Cluster 8	Gtf3c4
Cluster 8	Harbi1
Cluster 8	Hcn1
Cluster 8	Hecw1
Cluster 8	Hhip
Cluster 8	Hif1an
Cluster 8	Hipk3
Cluster 8	Hist1h2bh
Cluster 8	Hmgb1
Cluster 8	Hmgn5
Cluster 8	Hnrnpa2b1
Cluster 8	Hs6st3
Cluster 8	Htr2a
Cluster 8	Htr4
Cluster 8	Htr5a
Cluster 8	Hyou1
Cluster 8	Insr
Cluster 8	Ints7
Cluster 8	Ipcef1
Cluster 8	Ipp
Cluster 8	Itpa
Cluster 8	Itpkc
Cluster 8	Jph1
Cluster 8	Kalrn
Cluster 8	Kcna2
Cluster 8	Kcna3
Cluster 8	Kcnj3
Cluster 8	Kctd16
Cluster 8	Kif13b
Cluster 8	Kif1b
Cluster 8	Kirrel3
Cluster 8	Kit
Cluster 8	Kpna5
Cluster 8	Lbr
Cluster 8	Ldah
Cluster 8	Lmbrd2
Cluster 8	LOC500877
Cluster 8	Lpin1
Cluster 8	Lrig2
Cluster 8	Lrp6
Cluster 8	Mab21l1
Cluster 8	Mafk
Cluster 8	Magi2
Cluster 8	Map3k2
Cluster 8	Mapk1ip1l
Cluster 8	Mat2a
Cluster 8	Mblac2
Cluster 8	Mbnl1
Cluster 8	Mbtps2
Cluster 8	Mcart1
Cluster 8	Med12l
Cluster 8	Megf9
Cluster 8	Met
Cluster 8	Mfap3l
Cluster 8	Mid1
Cluster 8	Mir30c2
Cluster 8	Mk1
Cluster 8	Mmp16
Cluster 8	Mobp
Cluster 8	Mpp3
Cluster 8	Mrps10
Cluster 8	Mt3
Cluster 8	Mtbp
Cluster 8	Mtmr1
Cluster 8	Mtmr12
Cluster 8	Mtr
Cluster 8	Naa20
Cluster 8	Nav3
Cluster 8	Necab1
Cluster 8	Nfatc3
Cluster 8	Nhlrc2
Cluster 8	Nhs
Cluster 8	Nlrp3
Cluster 8	Nr2c2
Cluster 8	Nr4a1
Cluster 8	Nras
Cluster 8	Nrg1
Cluster 8	Nutf2
Cluster 8	Nxf1
Cluster 8	Ogfod1
Cluster 8	Opcml
Cluster 8	Otud7b
Cluster 8	P2rx6
Cluster 8	P2ry12
Cluster 8	Pag1
Cluster 8	Pan2
Cluster 8	Paqr9
Cluster 8	Pbx1
Cluster 8	Pbx3
Cluster 8	Pcdh15
Cluster 8	Pcdha10
Cluster 8	Pcdha2
Cluster 8	Pcdha6
Cluster 8	Pcdha7
Cluster 8	Pcdhb3
Cluster 8	Pcdhga3
Cluster 8	Pcdhga5
Cluster 8	Pcid2
Cluster 8	Pcsk5
Cluster 8	Pcyt1b
Cluster 8	Pdpr
Cluster 8	Per3
Cluster 8	Pex11a
Cluster 8	Pgr
Cluster 8	Phka2
Cluster 8	Pigb
Cluster 8	Pigm
Cluster 8	Pip5k1a
Cluster 8	Plekhg1
Cluster 8	Pls1
Cluster 8	Pnma2
Cluster 8	Pnma3
Cluster 8	Polb
Cluster 8	Pomt2
Cluster 8	Pou2f1
Cluster 8	Ppip5k1
Cluster 8	Ppm1e
Cluster 8	Ppp4r1
Cluster 8	Prkaa2
Cluster 8	Prkab2
Cluster 8	Prpf19
Cluster 8	Prpf8
Cluster 8	Prr5l
Cluster 8	Prtg
Cluster 8	Psd2
Cluster 8	Psrc1
Cluster 8	Ptgs2
Cluster 8	Ptpdc1
Cluster 8	Pwwp2b
Cluster 8	Qrich1
Cluster 8	Rab11fip1
Cluster 8	Rab11fip4
Cluster 8	Rab3c
Cluster 8	Rap1gds1
Cluster 8	Rasa3
Cluster 8	Rasgrf2
Cluster 8	Rassf5
Cluster 8	Rbm20
Cluster 8	Recql5
Cluster 8	Reep3
Cluster 8	RGD1304595
Cluster 8	RGD1308106
Cluster 8	RGD1308428
Cluster 8	RGD1310429
Cluster 8	RGD1311745
Cluster 8	RGD1559747
Cluster 8	RGD1560289
Cluster 8	RGD1562726
Cluster 8	RGD1565616
Cluster 8	Rgl1
Cluster 8	Rgs2
Cluster 8	Rgs8
Cluster 8	Ric8b
Cluster 8	rnf141
Cluster 8	Rnf6
Cluster 8	Robo1
Cluster 8	Robo3
Cluster 8	Rprm
Cluster 8	Rps18
Cluster 8	Rspo2
Cluster 8	RT1-T24-1
Cluster 8	S100a11
Cluster 8	S1pr2
Cluster 8	Scmh1
Cluster 8	Scml4
Cluster 8	Scn8a
Cluster 8	Sec24a
Cluster 8	Sel1l
Cluster 8	Sema3e
Cluster 8	Senp3
Cluster 8	Serhl2
Cluster 8	Sgk1
Cluster 8	Shroom4
Cluster 8	Slc10a4
Cluster 8	Slc10a7
Cluster 8	Slc14a1
Cluster 8	Slc17a8
Cluster 8	Slc1a4
Cluster 8	Slc1a6
Cluster 8	Slc25a30
Cluster 8	Slc2a1
Cluster 8	Slc35a4
Cluster 8	Slc35e2b
Cluster 8	Slc36a4
Cluster 8	Slc38a1
Cluster 8	Slc39a9
Cluster 8	Slc3a1
Cluster 8	Slc44a5
Cluster 8	Slc6a6
Cluster 8	Slc7a14
Cluster 8	Slc7a2
Cluster 8	Slc7a5
Cluster 8	Slc9a7
Cluster 8	Slc9a8
Cluster 8	Slco4c1
Cluster 8	Slitrk3
Cluster 8	Slx4ip
Cluster 8	Smcr8
Cluster 8	Smg6
Cluster 8	Smpd5
Cluster 8	Sntb2
Cluster 8	Snx12
Cluster 8	Soat1
Cluster 8	Socs2
Cluster 8	Srp72
Cluster 8	Sstr1
Cluster 8	Sstr4
Cluster 8	St18
Cluster 8	St5
Cluster 8	St6gal2
Cluster 8	St8sia1
Cluster 8	St8sia3
Cluster 8	St8sia4
Cluster 8	Stambp
Cluster 8	Stard13
Cluster 8	Stk35
Cluster 8	Stk38l
Cluster 8	Stt3a
Cluster 8	Stx16
Cluster 8	Stxbp4
Cluster 8	Stxbp5
Cluster 8	Sulf1
Cluster 8	Susd4
Cluster 8	Syn3
Cluster 8	Tagln2
Cluster 8	Tanc2
Cluster 8	Tapbpl
Cluster 8	Tbc1d5
Cluster 8	Tbcel
Cluster 8	Tbck
Cluster 8	Tcf20
Cluster 8	Tgfa
Cluster 8	Tgfbrap1
Cluster 8	Thbs1
Cluster 8	Timm44
Cluster 8	Tmed5
Cluster 8	Tmem120a
Cluster 8	Tmem132b
Cluster 8	Tmem136
Cluster 8	Tmem175
Cluster 8	Tmem196
Cluster 8	Tmem35
Cluster 8	Tmem56
Cluster 8	Tmem63c
Cluster 8	Tmod2
Cluster 8	Tmprss7
Cluster 8	Tnik
Cluster 8	Traf6
Cluster 8	Trim25
Cluster 8	Trim65
Cluster 8	Trpc5
Cluster 8	Tsc1
Cluster 8	Tsn
Cluster 8	Tspy26
Cluster 8	Ttc21b
Cluster 8	Ttc22
Cluster 8	Ttl
Cluster 8	Ttll13
Cluster 8	Tuba1c
Cluster 8	Tubgcp6
Cluster 8	Ube2q2l
Cluster 8	Ube4b
Cluster 8	Uggt1
Cluster 8	Unc119b
Cluster 8	Unc13b
Cluster 8	Unc5d
Cluster 8	Urb1
Cluster 8	Usp54
Cluster 8	Usp6nl
Cluster 8	Wdr45b
Cluster 8	Whsc1l1
Cluster 8	Wibg
Cluster 8	Wwtr1
Cluster 8	Xpnpep3
Cluster 8	Xpr1
Cluster 8	Ypel2
Cluster 8	Ywhag
Cluster 8	Ywhaz
Cluster 8	Zbtb25
Cluster 8	Zbtb26
Cluster 8	Zbtb37
Cluster 8	Zbtb41
Cluster 8	Zdhhc17
Cluster 8	Zdhhc9
Cluster 8	Zfp275
Cluster 8	Zfp280b
Cluster 8	Zfp295
Cluster 8	Zfp365
Cluster 8	Zfp384
Cluster 8	Zfp46
Cluster 8	Zfp483
Cluster 8	Zfp507
Cluster 8	Zfp709l1
Cluster 8	Zfp949
Cluster 9	Abca2
Cluster 9	Adrbk1
Cluster 9	Adrm1
Cluster 9	Aes
Cluster 9	Ankrd52
Cluster 9	Ap2a1
Cluster 9	Atp1a3
Cluster 9	Bag6
Cluster 9	Bai1
Cluster 9	Bcl9l
Cluster 9	Brsk1
Cluster 9	Cacna2d2
Cluster 9	Cacng4
Cluster 9	Cadm3
Cluster 9	Camta2
Cluster 9	Cdk18
Cluster 9	Cdk5r2
Cluster 9	Celsr2
Cluster 9	Chrm1
Cluster 9	Clip3
Cluster 9	Cntfr
Cluster 9	Crtc1
Cluster 9	Ctif
Cluster 9	Ctxn1
Cluster 9	Dagla
Cluster 9	Dapk3
Cluster 9	Diras1
Cluster 9	Dlg4
Cluster 9	Dvl3
Cluster 9	Egr1
Cluster 9	Eif4ebp2
Cluster 9	Epas1
Cluster 9	Epn1
Cluster 9	Fam163b
Cluster 9	Fam219a
Cluster 9	Fbxl16
Cluster 9	Fscn1
Cluster 9	Gas2l1
Cluster 9	Gpr17
Cluster 9	Grm4
Cluster 9	Hcn4
Cluster 9	Hrh3
Cluster 9	Jph4
Cluster 9	Kcnc3
Cluster 9	Kcnh3
Cluster 9	Kcnk3
Cluster 9	Kcnk9
Cluster 9	Kdm6b
Cluster 9	LOC257642
Cluster 9	LOC500035
Cluster 9	Loh12cr1
Cluster 9	Mark2
Cluster 9	Med25
Cluster 9	Mef2d
Cluster 9	Midn
Cluster 9	Mtss1l
Cluster 9	Mvb12b
Cluster 9	Myl12b
Cluster 9	Nacc1
Cluster 9	Ncdn
Cluster 9	Nckap5l
Cluster 9	Nfic
Cluster 9	Nfix
Cluster 9	Nptxr
Cluster 9	Nr1d1
Cluster 9	Nrgn
Cluster 9	Nrxn2
Cluster 9	Ntng2
Cluster 9	Oxt
Cluster 9	Palm
Cluster 9	Pianp
Cluster 9	Pias4
Cluster 9	Plec
Cluster 9	Ppp1r9b
Cluster 9	Prrc2a
Cluster 9	Ptms
Cluster 9	Rab11b
Cluster 9	Rexo1
Cluster 9	RGD1311739
Cluster 9	Rnf44
Cluster 9	Samd14
Cluster 9	Sbf1
Cluster 9	Scaf1
Cluster 9	Scamp5
Cluster 9	Sema7a
Cluster 9	Sf3a2
Cluster 9	Shank1
Cluster 9	Shank3
Cluster 9	Sik1
Cluster 9	Slc16a2
Cluster 9	Slc25a23
Cluster 9	Slit1
Cluster 9	Sod3
Cluster 9	Spata2L
Cluster 9	Srcin1
Cluster 9	Syn1
Cluster 9	Syngap1
Cluster 9	Synpo
Cluster 9	Tmem104
Cluster 9	Tmem259
Cluster 9	Tox2
Cluster 9	Tp53i11
Cluster 9	Tspan9
Cluster 9	Ttbk1
Cluster 9	Ttr
Cluster 9	Tubb4a
Cluster 9	Ucp2
Cluster 9	Unc5a
Cluster 9	Unc5b
Cluster 9	Vars
Cluster 9	Wbp2
Cluster 9	Wbscr17
Cluster 9	Wdtc1
Cluster 9	Wiz
Cluster 9	Wnk2
Cluster 9	Zbtb7a
Cluster 9	Zfhx2
Cluster 9	Zfp362
Cluster 9	Zfp385a
Cluster 9	Zswim8
